,Unnamed: 0,book_info,movie_info,book_year,book_title,book_author,id,film_year,film_title,title,rating,year,users_rating,votes,metascore,img_url,countries,languages,actors,genre,tagline,description,directors,runtime,imdb_url
65,65,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1930),1876,The Adventures of Tom Sawyer,Mark Twain,24583.0,1930,Tom Sawyer,Tom Sawyer,,1930,6.4,140,,"https://m.media-amazon.com/images/M/MV5BNDMwMjY5YzMtNjliZi00MDU5LTliNDQtZjAzZGI3YTRmZDdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Jackie Coogan', 'Junior Durkin', 'Mitzi Green', 'Lucien Littlefield', 'Tully Marshall', 'Clara Blandick', 'Mary Jane Irving', 'Ethel Wales', 'Dick Winslow', 'Jackie Searl', 'Jane Darwell', 'Charles Stevens', 'Charles Sellon', 'Lon Poff']","['Adventure', 'Comedy', 'Drama']",,"With the help of a sailing the Mississippi River, a young boy name Tom Sawyer and his pal Huckleberry Finn, It was a classic Mark Twain's stories in 1876.",['John Cromwell'],86 min,https://www.imdb.com/title/tt0021483/
67,67,"The Adventures of Tom Sawyer (1876), Mark Twain",The Adventures of Tom Sawyer (1938),1876,The Adventures of Tom Sawyer,Mark Twain,24583.0,1938,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,Passed,1938,7.3,"1,481",,"https://m.media-amazon.com/images/M/MV5BYjBhZjhlZmItMzc1My00NjlkLTlhYzctOWY2MjAwNjhlM2U2XkEyXkFqcGdeQXVyNTkxMzEwMzU@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Tommy Kelly', 'May Robson', 'Walter Brennan', 'Victor Jory', 'David Holt', 'Jackie Moran', 'Nana Bryant', 'Olin Howland', 'Donald Meek', 'Charles Richman', 'Victor Kilian', 'Marcia Mae Jones', 'Mickey Rentschler', 'Cora Sue Collins', 'Philip Hurlic']","['Adventure', 'Drama', 'Family']",Everybody knows him!  Everybody loves him!  He's everybody's favorite boy!  Mark Twain's most beloved story,"Tom Sawyer and his pal Huckleberry Finn have great adventures on the Mississippi River, pretending to be pirates, attending their own funeral and witnessing a murder.",['Norman Taurog'],91 min,https://www.imdb.com/title/tt0029844/
69,69,"The Adventures of Tom Sawyer (1876), Mark Twain",The Adventures of Mark Twain (1944),1876,The Adventures of Tom Sawyer,Mark Twain,24583.0,1944,The Adventures of Mark Twain,The Adventures of Mark Twain,Approved,1944,7.2,893,,"https://m.media-amazon.com/images/M/MV5BMTRlNTVhYjMtMjM5OC00ZTAyLThiNmEtY2UzMzgwY2NiN2FiXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Fredric March', 'Alexis Smith', 'Donald Crisp', 'Alan Hale', 'C. Aubrey Smith', 'John Carradine', 'William Henry', 'Robert Barrat', 'Walter Hampden', 'Joyce Reynolds', 'Whitford Kane', 'Percy Kilbride', 'Nana Bryant']","['Adventure', 'Biography', 'Drama']",The Gol-Darndest American!,"The dramatized life of immortal humorist Samuel Langhorne Clemens, better known as Mark Twain, from his days as a riverboat pilot on the Mississippi River until his death in 1910 shortly after Halley's Comet returned.",['Irving Rapper'],130 min,https://www.imdb.com/title/tt0036582/
70,70,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1973),1876,The Adventures of Tom Sawyer,Mark Twain,24583.0,1973,Tom Sawyer,Tom Sawyer,G,1973,6.5,"1,780",,"https://m.media-amazon.com/images/M/MV5BY2E1MWIyMTMtNzQ3MS00YWEyLWE3YWUtNmRlNDU0MDEyNGEzXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Johnny Whitaker', 'Celeste Holm', 'Warren Oates', 'Jeff East', 'Jodie Foster', 'Lucille Benson', 'Henry Jones', 'Noah Keen', 'Dub Taylor', 'Richard Eastham', 'Sandy Kenyon', 'Joshua Hill Lewis', 'Susan Joyce', 'Steve Hogg', 'Sean Summers']","['Adventure', 'Musical', 'Family']",The Great Family Musical!,"Tom Sawyer and his pal Huckleberry Finn have great adventures on the Mississippi River, pretending to be pirates, attending their own funeral, and witnessing a murder.",['Don Taylor'],103 min,https://www.imdb.com/title/tt0070814/
72,72,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1973) (TV),1876,The Adventures of Tom Sawyer,Mark Twain,24583.0,1973,Tom Sawyer,Tom Sawyer,G,1973,6.5,"1,780",,"https://m.media-amazon.com/images/M/MV5BY2E1MWIyMTMtNzQ3MS00YWEyLWE3YWUtNmRlNDU0MDEyNGEzXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Johnny Whitaker', 'Celeste Holm', 'Warren Oates', 'Jeff East', 'Jodie Foster', 'Lucille Benson', 'Henry Jones', 'Noah Keen', 'Dub Taylor', 'Richard Eastham', 'Sandy Kenyon', 'Joshua Hill Lewis', 'Susan Joyce', 'Steve Hogg', 'Sean Summers']","['Adventure', 'Musical', 'Family']",The Great Family Musical!,"Tom Sawyer and his pal Huckleberry Finn have great adventures on the Mississippi River, pretending to be pirates, attending their own funeral, and witnessing a murder.",['Don Taylor'],103 min,https://www.imdb.com/title/tt0070814/
75,75,"The Adventures of Tom Sawyer (1876), Mark Twain",The Adventures of Mark Twain (1985),1876,The Adventures of Tom Sawyer,Mark Twain,24583.0,1985,The Adventures of Mark Twain,The Adventures of Mark Twain,G,1985,7.5,"2,231",,"https://m.media-amazon.com/images/M/MV5BOGQ2YjBmZTktOTZmYi00MGQyLTllZWMtMDE4YWM3YzI0ZTY1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['James Whitmore', 'Michele Mariana', 'Gary Krug', 'Chris Ritchie', 'John Morrison', 'Carol Edelman', 'Dal McKennon', 'Herb Smith', 'Marley Stone', 'Wilbur Vincent', 'Wally Newman', 'Tim Conner', 'Todd Tolces', 'Billy Scream', 'Bob Griggs']","['Animation', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']",Where dreams become reality.,"Tom Sawyer, Becky Thatcher and Huck Finn join Mark Twain on his airship to meet Halley's Comet.",['Will Vinton'],86 min,https://www.imdb.com/title/tt0088678/
77,77,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom and Huck (1995),1876,The Adventures of Tom Sawyer,Mark Twain,24583.0,1995,Tom and Huck,Tom and Huck,PG,1995,5.6,"8,782",,"https://m.media-amazon.com/images/M/MV5BN2ZkZTMxOTAtMzg1Mi00M2U0LWE2NWItZDg4YmQyZjVkMDdhXkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Jonathan Taylor Thomas', 'Brad Renfro', 'Eric Schweig', 'Charles Rocket', 'Amy Wright', 'Michael McShane', 'Marian Seldes', 'Rachael Leigh Cook', 'Lanny Flaherty', 'Courtland Mead', 'Peter Mackenzie', 'Heath Lamberts', 'William Newman', 'Joey Stinson', 'Blake Heron']","['Adventure', 'Comedy', 'Drama', 'Family', 'Romance', 'Western']",The Original Bad Boys.,Two best friends witness a murder and embark on a series of adventures in order to prove the innocence of the man wrongly accused of the crime.,['Peter Hewitt'],97 min,https://www.imdb.com/title/tt0112302/
79,79,"Advise and Consent (1959), Allen Drury",Advise & Consent (1962),1959,Advise and Consent,Allen Drury,159346.0,1962,Advise & Consent,Advise & Consent,Not Rated,1962,7.8,"5,686",,"https://m.media-amazon.com/images/M/MV5BY2UyNjcxMTctMWMzYi00OTViLWJiZTQtZjNmN2IzZmVjZGY2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Franchot Tone', 'Lew Ayres', 'Henry Fonda', 'Walter Pidgeon', 'Charles Laughton', 'Don Murray', 'Peter Lawford', 'Gene Tierney', 'Burgess Meredith', 'Eddie Hodges', 'Paul Ford', 'George Grizzard', 'Inga Swenson', 'Paul McGrath', 'Will Geer']","['Drama', 'Thriller']",Are the men and women of Washington really like this?,"Senate investigation into the President's newly nominated Secretary of State, gives light to a secret from the past, which may not only ruin the candidate, but the President's character as well.",['Otto Preminger'],139 min,https://www.imdb.com/title/tt0055728/
81,81,"The African Queen (1935), C. S. Forester",The African Queen (1951),1935,The African Queen,C. S. Forester,423125.0,1951,The African Queen,The African Queen,PG,1951,7.9,"65,328",91,"https://m.media-amazon.com/images/M/MV5BOTg0NjY1NTEyMF5BMl5BanBnXkFtZTgwNjUwMTY3MjE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","['USA', 'UK']","['English', 'German', 'Swahili']","['Humphrey Bogart', 'Katharine Hepburn', 'Robert Morley', 'Peter Bull', 'Theodore Bikel', 'Walter Gotell', 'Peter Swanwick', 'Richard Marner']","['Adventure', 'Drama', 'Romance', 'War']",The greatest adventure a man ever lived...with a woman!,"In Africa during World War I, a gin-swilling riverboat captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.",['John Huston'],105 min,https://www.imdb.com/title/tt0043265/
83,83,"After Dark, My Sweet (1955), Jim Thompson","After Dark, My Sweet (1990)",1955,"After Dark, My Sweet",Jim Thompson,19161894.0,1990,"After Dark, My Sweet","After Dark, My Sweet",R,1990,6.6,"2,887",78,"https://m.media-amazon.com/images/M/MV5BZTJiZjU1MjMtMWIxMC00ZDhkLWE0NDItZGU2NGM2NDYwYmEyXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Jason Patric', 'Rocky Giordani', 'Rachel Ward', 'Bruce Dern', 'Tom Wagner', 'Mike Hagerty', 'James E. Bowen Jr.', 'George Dickerson', 'Napoleon Walls', 'Corey Carrier', 'Jeanie Moore', 'James Cotton', 'Burke Byrnes', 'Vincent Mazella Jr.', 'Thomas Wagner']","['Crime', 'Drama', 'Mystery', 'Thriller']",Seduced beyond the limits of deception. Betrayed beyond the limits of desire.,An ex-boxer is drifting around after escaping from the mental hospital. He meets a widow who convinces him to help fix up the neglected estate her ex-husband left. Her Uncle talks them both...,['James Foley'],114 min,https://www.imdb.com/title/tt0098994/
84,84,"After Hours (1979), Edwin Torres",Carlito's Way (1993),1979,After Hours,Edwin Torres,710892.0,1993,Carlito's Way,Carlito's Way,R,1993,7.9,"182,184",,"https://m.media-amazon.com/images/M/MV5BN2I2N2Q1YmMtMzZkMC00Y2JjLWJmOWUtNjc2OTM2ZTk1MjUyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],"['English', 'Spanish']","['Al Pacino', 'Sean Penn', 'Penelope Ann Miller', 'John Leguizamo', 'Ingrid Rogers', 'Luis Guzmán', 'James Rebhorn', 'Joseph Siravo', 'Viggo Mortensen', 'Richard Foronjy', 'Jorge Porcel', 'Frank Minucci', 'Adrian Pasdar', 'John Ortiz', 'Ángel Salazar']","['Crime', 'Drama', 'Thriller']","In his world, you got to shoot your way out. He wanted out. He'd do anything to get there.","A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.",['Brian De Palma'],144 min,https://www.imdb.com/title/tt0106519/
86,86,"The Age of Innocence (1921), Edith Wharton",The Age of Innocence (1924),1921,The Age of Innocence,Edith Wharton,53835.0,1924,The Age of Innocence,The Age of Innocence,,1924,6.4,26,,"https://m.media-amazon.com/images/M/MV5BNTNlM2JkYjUtZTI5YS00MTAzLWE4Y2YtZmNiYTE2MGU4MWJlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY268_CR83,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Edith Roberts', 'Elliott Dexter', 'Willard Louis', 'Fred Huntley', 'Gertrude Norman', 'Sigrid Holmquist', 'Beverly Bayne', 'Stuart Holmes', 'Maxine Elliott Hicks']",['Drama'],,"Newland Archer is engaged to May Mingott of a prominent New York family. Shortly after the engagement is announce, Newland finds himself attracted to May's older married cousin Countess Ellen Olenska.",['Wesley Ruggles'],,https://www.imdb.com/title/tt0014651/
88,88,"The Age of Innocence (1921), Edith Wharton",The Age of Innocence (1934),1921,The Age of Innocence,Edith Wharton,53835.0,1934,The Age of Innocence,The Age of Innocence,Approved,1934,6.4,315,,"https://m.media-amazon.com/images/M/MV5BOWMxZDg1ZTUtNTljYy00YWUzLTgzYzgtYTIwMzA0NDU5ZjI1XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],"['English', 'Spanish', 'French', 'Italian']","['Irene Dunne', 'John Boles', 'Lionel Atwill', 'Helen Westley', 'Laura Hope Crews', 'Julie Haydon', ""Barry O'Moore"", 'Theresa Maxwell Conover', 'Edith Van Cleve', 'Leonard Carey']","['Drama', 'Romance']",,An engaged attorney and a divorcee fall for each other in 1870s Manhattan.,['Philip Moeller'],81 min,https://www.imdb.com/title/tt0024819/
89,89,"The Age of Innocence (1921), Edith Wharton",The Age of Innocence (1993),1921,The Age of Innocence,Edith Wharton,53835.0,1993,The Age of Innocence,The Age of Innocence,PG,1993,7.2,"42,847",90,"https://m.media-amazon.com/images/M/MV5BMDhkN2FhYTktYWUwNy00NTE5LWJiYjYtMGNlODIyNDc5MWZhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],"['English', 'Italian']","['Daniel Day-Lewis', 'Michelle Pfeiffer', 'Winona Ryder', 'Linda Faye Farkas', 'Michael Rees Davis', 'Terry Cook', 'Jon Garrison', 'Richard E. Grant', 'Alec McCowen', 'Geraldine Chaplin', 'Mary Beth Hurt', 'Stuart Wilson', 'Howard Erskine', 'John McLoughlin', 'Christopher Nilsson']","['Drama', 'Romance']",In a world of tradition. In an age of innocence. They dared to break the rules.,"A tale of nineteenth-century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.",['Martin Scorsese'],139 min,https://www.imdb.com/title/tt0106226/
90,90,"The Agony and the Ecstasy (1961), Irving Stone",The Agony and the Ecstasy (1965),1961,The Agony and the Ecstasy,Irving Stone,321552.0,1965,The Agony and the Ecstasy,The Agony and the Ecstasy,Approved,1965,7.2,"5,725",,"https://m.media-amazon.com/images/M/MV5BNzNkM2IzOGQtMmMyNi00YTc1LWIxNWEtNTk5YzI0YjQyYjZkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","['USA', 'Italy']","['English', 'Latin']","['Charlton Heston', 'Rex Harrison', 'Diane Cilento', 'Harry Andrews', 'Alberto Lupo', 'Adolfo Celi', 'Venantino Venantini', 'John Stacy', 'Fausto Tozzi', 'Maxine Audley', 'Tomas Milian']","['Biography', 'Drama', 'History']",From the age of magnificence comes a new magnificence in motion pictures,The biographical story of Michelangelo's troubles while painting the Sistine Chapel at the urging of Pope Julius II.,['Carol Reed'],138 min,https://www.imdb.com/title/tt0058886/
92,92,"Aimez-vous Brahms? (1959), Françoise Sagan",Goodbye Again (1961),1959,Aimez-vous Brahms?,Françoise Sagan,633401.0,1961,Goodbye Again,Goodbye Again,Not Rated,1961,7.0,"2,120",,"https://m.media-amazon.com/images/M/MV5BMWRkMDNmMWEtNTY4NS00YTRjLWFmODQtNTBhNGU4OGJkZjY2XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","['France', 'USA']","['English', 'French']","['Ingrid Bergman', 'Yves Montand', 'Anthony Perkins', 'Jessie Royce Landis', 'Pierre Dux', 'Jocelyn Lane', 'Jean Clarke', 'Michèle Mercier', 'Alison Leggatt', 'Uta Taeger', 'David Horne', 'Peter Bull', 'André Randall', 'Diahann Carroll']","['Drama', 'Romance']",LOVE can be a playful thing,"A successful business woman, dissatisfied with her current, philandering lover, starts an affair with a much younger man.",['Anatole Litvak'],120 min,https://www.imdb.com/title/tt0054936/
94,94,"Air America (1985), Christopher Robbins",Air America (1990),1985,Air America,Christopher Robbins,1104713.0,1990,Air America,Air America,R,1990,5.8,"24,651",33,"https://m.media-amazon.com/images/M/MV5BNDRiNzdlYzUtNzIxMy00OGI4LThlNjQtNTI3Njg5NjVlOWJkL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],"['English', 'Lao']","['Mel Gibson', 'Robert Downey Jr.', 'Nancy Travis', 'Ken Jenkins', 'David Marshall Grant', 'Lane Smith', 'Art LaFleur', 'Ned Eisenberg', 'Marshall Bell', 'David Bowe', 'Burt Kwouk', 'Tim Thomerson', 'Harvey Jason', 'Sinjai Plengpanich', 'Natta Nantatanti']","['Action', 'Comedy']",The Few. The Proud. The Totally Insane.,A young pilot finds himself recruited unwittingly into a covert and corrupt C.I.A. airlift organization operating in Vietnam War-era Laos.,['Roger Spottiswoode'],113 min,https://www.imdb.com/title/tt0099005/
96,96,"Airport (1968), Arthur Hailey",Airport (1970),1968,Airport,Arthur Hailey,124918.0,1970,Airport,Airport,G,1970,6.6,"15,463",42,"https://m.media-amazon.com/images/M/MV5BOTk5NWJkYjItMjA2MC00NThiLWE4NTctOTFlYjcwOTA1YTM1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],"['English', 'Italian']","['Burt Lancaster', 'Dean Martin', 'Jean Seberg', 'Jacqueline Bisset', 'George Kennedy', 'Helen Hayes', 'Van Heflin', 'Maureen Stapleton', 'Barry Nelson', 'Dana Wynter', 'Lloyd Nolan', 'Barbara Hale', 'Gary Collins', 'John Findlater', 'Jessie Royce Landis']","['Action', 'Drama', 'Thriller']",The #1 novel of the year - now a motion picture!,"A bomber on board an airplane, an airport almost closed by snow, and various personal problems of the people involved.","['George Seaton', 'Henry Hathaway']",137 min,https://www.imdb.com/title/tt0065377/
101,101,"Alice Adams (1921), Booth Tarkington",Alice Adams (1935),1921,Alice Adams,Booth Tarkington,525818.0,1935,Alice Adams,Alice Adams,Passed,1935,7.0,"3,290",,"https://m.media-amazon.com/images/M/MV5BYTJkYmJmOTMtMjJmZi00OGE4LTgwNzYtY2Q4MzU1NjYxN2M0XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Katharine Hepburn', 'Fred MacMurray', 'Fred Stone', 'Evelyn Venable', 'Frank Albertson', 'Ann Shoemaker', 'Charley Grapewin', 'Grady Sutton', 'Hedda Hopper', 'Jonathan Hale', 'Hattie McDaniel', 'Walter Brennan']","['Comedy', 'Drama', 'Romance']",Booth Tarkington's Pulitzer Prize Winner,The misadventures of two social-climbing women in small town America.,['George Stevens'],99 min,https://www.imdb.com/title/tt0026056/
103,103,"All Fall Down (1960), James Leo Herlihy",All Fall Down (1962),1960,All Fall Down,James Leo Herlihy,577363.0,1962,All Fall Down,All Fall Down,Approved,1962,6.9,"1,488",,"https://m.media-amazon.com/images/M/MV5BZmIyZGIxNDQtY2IxYS00MzZjLWFlMzUtYWM0NDZmNzBlZTkwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Eva Marie Saint', 'Warren Beatty', 'Karl Malden', 'Angela Lansbury', 'Brandon De Wilde', 'Constance Ford', 'Barbara Baxley', 'Evans Evans', 'Madame Spivy', 'Albert Paulsen', 'Paul Bryar', 'Robert Sorrells']",['Drama'],Male enough to attract a dozen women...not man enough to be faithful to one!,"Ralph and Annabell Willart are a feuding couple who are constantly bickering over their worthless, good-for nothing son Berry-Berry. When Berry-Berry begins yet another meaningless love ...",['John Frankenheimer'],111 min,https://www.imdb.com/title/tt0055738/
105,105,"All the Brothers Were Valiant (1919), Ben Ames Williams",Across to Singapore (1928),1919,All the Brothers Were Valiant,Ben Ames Williams,7199539.0,1928,Across to Singapore,Across to Singapore,Passed,1928,7.2,875,,"https://m.media-amazon.com/images/M/MV5BNjc3NzUxMzQtMzE0YS00MGYzLTliMGYtYjVlODg0YzgxM2ViXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Ramon Novarro', 'Joan Crawford', 'Ernest Torrence', 'Frank Currier', 'Dan Wolheim', 'Duke Martin', 'Edward Connelly', 'Jim Mason']","['Drama', 'Romance']",Yellow men and white -- girls of every port -- mutiny slashing its way across the path of romance.,Conflict ensues when a young man's childhood sweetheart becomes betrothed to his older brother.,['William Nigh'],85 min,https://www.imdb.com/title/tt0018618/
106,106,"All the Brothers Were Valiant (1919), Ben Ames Williams",All the Brothers Were Valiant (1953),1919,All the Brothers Were Valiant,Ben Ames Williams,7199539.0,1953,All the Brothers Were Valiant,All the Brothers Were Valiant,Approved,1953,6.3,754,,"https://m.media-amazon.com/images/M/MV5BZjFhOWJmNmYtOTU2OC00NmZmLTlhYjctMTU4ZjkyOWFiNzQ3XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Robert Taylor', 'Stewart Granger', 'Ann Blyth', 'Betta St. John', 'Keenan Wynn', 'James Whitmore', 'Kurt Kasznar', 'Lewis Stone', 'Robert Burton', 'Peter Whitney', 'John Lupton', 'Jonathan Cott', 'Mitchell Lewis', 'James Bell', 'Leo Gordon']","['Adventure', 'Drama', 'Romance']",MGM's Great Technicolor Romance!,"In the South Pacific islands, two brothers, one good and one bad, fight over the same girl and over a bag of pearls.",['Richard Thorpe'],95 min,https://www.imdb.com/title/tt0045494/
107,107,"All the King's Men (1946), Robert Penn Warren",All the King's Men (1949),1946,All the King's Men,Robert Penn Warren,5527.0,1949,All the King's Men,All the King's Men,Approved,1949,7.5,"11,603",,"https://m.media-amazon.com/images/M/MV5BZjQyN2MwMjAtNmJmZS00OWZlLWE1NGQtOGZmYmRjZjIyNWEyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Broderick Crawford', 'John Ireland', 'Joanne Dru', 'John Derek', 'Mercedes McCambridge', 'Shepperd Strudwick', 'Ralph Dumke', 'Anne Seymour', 'Katherine Warren', 'Raymond Greenleaf', 'Walter Burke', 'Will Wright', 'Grandon Rhodes']","['Drama', 'Film-Noir']","The Pulitzer Prize-Winning Novel Becomes a Vital, Very Great Motion Picture!","The rise and fall of a corrupt politician, who makes his friends richer and retains power by dint of a populist appeal.",['Robert Rossen'],110 min,https://www.imdb.com/title/tt0041113/
108,108,"All the King's Men (1946), Robert Penn Warren",All the King's Men (2006),1946,All the King's Men,Robert Penn Warren,5527.0,2006,All the King's Men,All the King's Men,PG-13,2006,6.2,"22,438",37,"https://m.media-amazon.com/images/M/MV5BMzY1MTIyNDg4MF5BMl5BanBnXkFtZTcwODQ4MTEzMw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","['Germany', 'USA']",['English'],"['Sean Penn', 'Jude Law', 'Anthony Hopkins', 'Kate Winslet', 'Mark Ruffalo', 'Patricia Clarkson', 'James Gandolfini', 'Jackie Earle Haley', 'Kathy Baker', 'Talia Balsam', 'Travis Champagne', 'Frederic Forrest', 'Paul Desmond', 'Kevin Dunn', 'Tom McCarthy']","['Drama', 'Thriller']",Some people will do anything to gain power. Some will do anything to keep it.,"Based on the Robert Penn Warren novel. The life of populist Southerner Willie Stark, a political creature loosely based on Governor Huey Long of Louisiana.",['Steven Zaillian'],128 min,https://www.imdb.com/title/tt0405676/
